datetime,headline,sentiment
2018-07-13,coming up partial solar eclipse on friday the 13th,0.0
2018-07-14,12-hour hostage crisis in Bhopal as crazed gunman slashes model; stabs cop,-0.8519
2018-07-15,Pokhran II: 'Cricket to trick spy satellites; billiards to keep bombs safe',0.4019
2018-07-16,Some MBBS students got 0 or less in NEET papers,0.0
2018-07-17,opposition agrees to field common candidate for rs deputy chairmans post,0.2023
2018-07-18,We'll strike down any law that violates rights; says SC,-0.5859
2018-07-19,Elite special forces of Army; IAF; Navy get major weapons upgrade,-0.0516
2018-07-20,'Big event' thieves who targeted PM rallies; concerts around India nabbed,-0.5106
2018-07-21,Supreme Court collegium stands by Justice Joseph again,0.7906
2018-07-22,Sexual preference can be a personal choice; says Law minister Ravi Shankar Prasad,0.0
2018-07-23,BJP planning to field strong UP ministers in Lok Sabha election,0.5106
2018-07-24,Government sets up panel; GoM headed by Rajnath Singh to suggest measures to deal with mob lynching,0.0
2018-07-25,India emerging as global manufacturing hub: PM Narendra Modi addressing Indians in Uganda,0.0
2018-07-26,Fetus found in lavatory on flight to Delhi from Imphal,0.0
2018-07-27,CBI to probe if Cambridge Analytica got data of Indians illegally,0.0
2018-07-28,Consent must for collection; sharing of personal data: Panel,0.5719
2018-07-29,Hope new Pakistan government will work for terror-free South Asia: India,0.4404
2018-07-30,Now; your visa hinges on your online profile too,0.0
2018-07-31,How to check if your name is on Assam NRC's final draft list,0.0
2018-08-01,SC says NRC process will go on; but checks coercive action,0.0
2018-08-02,SC: Punishing only men for adultery hits right to equality,-0.5574
2018-08-03,Centre accepts Justice Joseph's elevation to SC; appointment of 3 judges cleared: Sources,0.7269
2018-08-04,antigua claims sebi cbi did not object to choksis citizenship application,0.0
2018-08-05,Indian scientists build SKA's 'nervous system',-0.2732
2018-08-06,Now; row brews over Joseph being asked to take oath last,0.0
2018-08-07,JD(U) MP to be NDA candidate for RS deputy chairman post,0.0
2018-08-08,M Karunanidhi; DMK chief and icon of Dravidian politics; passes away at 94,0.0
2018-08-09,UP; Bihar among 9 states that refused audit of child shelters,-0.296
2018-08-10,Pakistan should stop 'state repression' in Balochistan: India,-0.5859
2018-08-11,Lok Sabha churns out most productive monsoon session since 2000,0.0
2018-08-12,Will return in 2019 with bigger numbers; says PM Modi,0.0
2018-08-13,Govt finds fault with 50% of names sent for HC judgeship,-0.4019
2018-08-14,Sexual abuse rampant in 15 Bihar shelter homes: Report,-0.6369
2018-08-15,PM Modi likely to announce launch of Ayushman Bharat-NHPS on Independence Day,0.0
2018-08-16,Atal Bihari Vajpayee critical; put on life support system: AIIMS,0.1027
2018-08-17,PM; poet; statesman; gentleman: Atal Bihari Vajpayee passes away at 93,0.0
2018-08-18,Godavari river in spate in AP;Telangana,0.0
2018-08-19,Kiddo's b'day party now has a budget that can power a startup,0.4019
2018-08-20,army plans transformation drill to be lean and mean force,0.0
2018-08-21,PM offers Imran 'constructive engagement'; but no early talks,-0.4215
2018-08-22,Satya Pal Malik to replace NN Vohra as J&K governor,0.0
2018-08-23,SC orders scrutiny of entry; hygiene; assets of all religious shrines,0.1779
2018-08-24,Maoist with bounty of Rs 47 lakh; wanted in 3 states; surrenders,0.0
2018-08-25,Italian DJ alleges assault at Hyderabad airport; Air India denies,-0.765
2018-08-26,second marriage is not void even if appeal against divorce of first marriage is pending sc,0.0
2018-08-27,993 deaths due to floods in this year's monsoon & still counting,0.0
2018-08-28,Air pollution affects brain too; hits maths skills: Study,0.0
2018-08-29,Centre asks states to ban e-cigarettes,-0.5574
2018-08-30,Isro sets December 2021 target for human mission; no decision on number of Gaganauts or days in space; says Sivan,-0.2263
2018-08-31,2019 Lok Sabha polls: BJP wants 20 seats; offers Nitish 12,0.0
2018-09-01,OBC data to be collected as part of Census in 2021,0.0
2018-09-02,Rahul a gutter worm: Union minister Choubey,0.0
2018-09-03,Booming sale of cars; bikes slams brake on public transport system,0.0
2018-09-04,Centre defends IMD against Kerala CM's charge; shares timelines of 'Red' alerts issued for state in advance,0.296
2018-09-05,J&J told to pay Rs 20 lakh to each recipient of faulty hip implant,-0.4019
2018-09-06,All you want to know about Section 377,0.0772
2018-09-07,SP Vaid removed as Jammu & Kashmir police chief,0.0
2018-09-08,SC decriminalises gay sex; but J&K LGBTs will have to wait longer,0.0
2018-09-09,Combative BJP endorses arrest of 'urban Naxals',0.0
2018-09-10,Amit Shah vows to implement NRC; amend citizenship bill,0.0
2018-09-11,How will you complete Babri trial by April; Supreme Court asks judge,0.5574
2018-09-12,Punjab and Haryana high court orders 90 lakh compensation for rape,-0.6908
2018-09-13,india tells pakistan that terror cant go along with talks,-0.5267
2018-09-14,Mallya war: Congress; BJP accuse each other of helping tycoon,-0.5423
2018-09-15,juhi chawla moves sc against mushrooming of mobile towers on city landscape,0.0
2018-09-16,Stop shouting at grandpa. The smart hearing aid's here,0.128
2018-09-17,Why Indian Sikhs need binoculars for darshan across the border,0.0
2018-09-18,RSS doesn't seek to foist ideology; celebrates diversity: Mohan Bhagwat,0.5719
2018-09-19,Last year; 50k Indians got US citizenship; 2nd to Mexicans,0.0
2018-09-20,Cabinet clears ordinance to criminalise triple talaq,0.0772
2018-09-21,'Urban Naxal' letters talk of 6 attacks; 4 happened: Cops,-0.4404
2018-09-22,3 SPOs killed in Valley; India calls off talks with Pakistan,-0.6705
2018-09-23,Meet the woman scientist heading India's Gaganyaan project,0.0
2018-09-24,CAG will examine Rafale pricing; but deal to stand: Jaitley,0.0
2018-09-25,Pradhan Mantri Jan Arogya Yojana: In less than 24 hrs; Modicare benefits over 1;000 patients,0.3818
2018-09-26,Maldives will look to balance interests of India and China: Ex-minister Maumoon,0.25
2018-09-27,Aadhaar stays; minus fangs and pangs,0.0
2018-09-28,Adultery no longer a criminal affair; Supreme Court rules,-0.25
2018-09-29,SC smashes gender barrier; opens Sabarimala for all women,-0.128
2018-09-30,'Doomsday chemical' seized; 'US-hating' scholar arrested,-0.7845
2018-10-01,Killer Indian roads claim lives of 56 pedestrians daily,-0.6486
2018-10-02,Swachh Bharat full marks for access; usage not up to the mark,0.0
2018-10-03,fact checking saves lives says union minister rajyavardhan rathore at times internet event on tackling fake news,-0.4767
2018-10-04,1st batch of 7 Rohingya to be deported to Myanmar today,0.0
2018-10-05,India deports 7 Rohingya as SC refuses to intervene,0.0
2018-10-06,From Lord Shiva to Gabbar Singh to milkman; behrupiyas can play any part,0.34
2018-10-07,SC's rulings on matters of faith selective; feels Arun Jaitley,0.4404
2018-10-08,Draft proposes fresh US immigration curb,0.3182
2018-10-09,98 helmetless riders died per day in India last year,-0.5574
2018-10-10,SC sends Amrapali CMD; 2 directors to police custody,0.0
2018-10-11,cyclone titli upgraded to very severe cyclonic storm key developments,-0.4391
2018-10-12,Offset with Reliance Defence only 10% of obligation; in talks with 100 other Indian companies: Dassault CEO on Rafale deal,0.1027
2018-10-13,India wins election to UNHRC with highest votes,0.5719
2018-10-14,As more Indians give up meat and milk; V-commerce is thriving,0.0
2018-10-15,Three officers; four soldiers sentenced to life for 1994 fake encounter in Assam,-0.4939
2018-10-16,#MeToo: MJ Akbar files defamation case against woman journalist,0.0
2018-10-17,Congress loses single largest party tag in Goa as two MLAs join BJP,0.3818
2018-10-18,#MeToo movement: Sexual harassment allegations so far,-0.5423
2018-10-19,Hindu candidates have stopped inviting me for campaign: Azad,0.1027
2018-10-20,61 dead as train mows into crowd watching Ravan burn in Amritsar,-0.6486
2018-10-21,Goodbye kiss emojis and dirty jokes: Here's a workplace guide for the MeToo era,0.2263
2018-10-22,Seven civilians; four jawans die in Kashmir in single day,-0.5994
2018-10-23,cbi arrests its dysp but fails to recover bribe money in rakesh asthana case,-0.7814
2018-10-24,Will hold talks if Pakistan stops sponsoring terror: Rajnath Singh,-0.6124
2018-10-25,18 AIADMK MLAs disqualification case: Third judge to pronounce order on Thursday,0.0
2018-10-26,Y S Jaganmohan attack fallout: CISF to have special security in place for VIPS inside airports; at lounges,0.25
2018-10-27,Tejashwi claims meeting with Kushwaha was 'coincidental',0.0
2018-10-28,Centre to lodge criminal cases against polluters who fail to clean up their act,-0.802
2018-10-29,Amit Shah's Sabarimala remarks show contempt for SC; says opposition,-0.5859
2018-10-30,Statue of Unity: A global landmark,0.0772
2018-10-31,Statue of Unity: What makes it unique?,0.0
2018-11-01,In a sudden turn; SC asks govt for Rafale price; offset partner details,0.0
2018-11-02,SC focus on life ban for criminal politicians,-0.7906
2018-11-03,Govt bringing law on Ram temple possible; going by history: Ex-SC judge Chelameswar,0.0
2018-11-04,Madhya Pradesh polls: Congress releases first list of 155 candidates,0.0
2018-11-05,Nehru letter to RBI may give Modi government ammunition in Urjit row,0.0
2018-11-06,I'm doing the same job as Corbett; stop defaming me: Shafath Ali,-0.296
2018-11-07,Quad countries to focus on maritime security,0.34
2018-11-08,Study finds unemployment rate at 6.9%; a 2-year high,-0.4404
2018-11-09,SC collegium meets 6 times in 30 days; clears 9 HC CJs & 29 judges,0.0772
2018-11-10,In Maoist hotbed; PM Modi slams 'urban Naxals'; Congress,0.0
2018-11-11,How they kicked their digital addiction,0.0
2018-11-12,BSF officer killed in poll-eve attacks by Maoists in Bastar,-0.8126
2018-11-13,Voters cross red line in Bastar; 66% turn up at polling booths,0.0
2018-11-14,I don't lie; says Dassault CEO,0.0
2018-11-15,'Mainstreaming' of terrorists by Pakistan a threat; PM tells US vice-president,-0.8176
2018-11-16,Haryana governor grants sanction to prosecute Hooda,-0.2023
2018-11-17,Want to fly drones? Get trained first,0.0772
2018-11-18,Khattar's rape remark invites Cong's wrath,-0.6908
2018-11-19,3 killed in Amritsar grenade attack on Nirankari prayer gathering,-0.8225
2018-11-20,Grenade like those made in Pakistan army factory: Captain Amarinder Singh,0.3612
2018-11-21,Asked for diplomatic access to Kulbhushan Jadhav 2 days ago: Swaraj,0.0
2018-11-22,Jammu and Kashmir Governor cites horse-trading; 'impossibility' of stable government formation for dissolving House,0.296
2018-11-23,Cabinet clears corridor for Kartarpur up to Pakistan border,0.0772
2018-11-24,IMD hints at El Nino event from February; warmer summer,0.296
2018-11-25,pakistan invites sushma swaraj amarinder singh navjot singh for kartarpur ground breaking ceremony,0.0
2018-11-26,Govt will wait for SC to hear Ayodhya case in January; says Amit Shah,0.0
2018-11-27,50% jump in girls taking IIM entrance in 5 years,0.0
2018-11-28,india dismisses ploy after pakistan invites pm modi for saarc summit,0.0
2018-11-29,Madhya Pradesh assembly elections: 3% EVM glitches amid record 75% turnout,0.0
2018-11-30,'Inherited' issues like Saeed; Dawood; can't be held responsible for past: Imran Khan,0.1376
2018-12-01,SC rejects plea of 700 soldiers against FIRs in Manipur encounter deaths,-0.4939
2018-12-02,Need mechanism to bar economic offenders: PM Modi at G20,-0.3612
2018-12-03,We felt then-CJI was being remote-controlled: Justice Kurian Joseph,0.5267
2018-12-04,Bhima-Koregaon: SC to study chargesheet against arrested activists,-0.4767
2018-12-05,AgustaWestland scam: Accused middleman Christian Michel brought to India,-0.7096
2018-12-06,Try presser; fun to have questions thrown at you: Rahul Gandhi to PM Narendra Modi,0.5106
2018-12-07,Does fixed tenure make CBI chief untouchable; asks SC,0.0
2018-12-08,Telangana Exit Polls 2018: Poll of polls predicts 66 seats for TRS,0.0
2018-12-09,Mangalsutra on your wrist,0.0
2018-12-10,Opposition to meet today; draw plan to take on BJP in polls,0.0
2018-12-11,Assembly election results: Fate of five states to be sealed today,0.0
2018-12-12,Assembly election results: For Rahul Gandhi; a happy first anniversary as Congress president,0.5719
2018-12-13,In a first; Isro will make dead rocket stage 'alive' in space for experiments,-0.6486
2018-12-14,Kamal Nath appointed Madhya Pradesh chief minister,0.0
2018-12-15,23 Indian passports go missing from Pakistan high commission; spark alarm,-0.4019
2018-12-16,1984 anti-Sikh riots: Verdict in case involving Congress' Sajjan Kumar on Monday,-0.4019
2018-12-17,Cyclone Phethai to hit Andhra Pradesh's Kakinada coast today,0.0
2018-12-18,Akhilesh; Mayawati skip Congress' big show in Rajasthan; MP,0.0
2018-12-19,MNS chief Raj Thackeray gets bail in 2008 case,0.0
2018-12-20,Michel had knowledge of files that even AK Antony didn't? CBI thinks so,0.0
2018-12-21,Michel sneaked out classified papers; says BJP; slams Congress,0.0
2018-12-22,seat sharing among nda constituents in bihar finalised announcement tomorrow,0.4215
2018-12-23,21 years after acquittal; Bombay high court convicts rape case accused,-0.7845
2018-12-24,Govt plans last-mile push for Ayodhya resolution in SC,0.0
2018-12-25,Uddhav says Shiv Sena not interested in poll talks with BJP till temple & farm crisis addressed,-0.7475
2018-12-26,PM Modi inaugurates India's longest rail-road bridge in Assam,0.0
2018-12-27,tribal outreach prices for 20 types of non timber produce revised 17 more brought under scheme,0.2732
2018-12-28,Ahead of 2019 polls; Centre readies big farm relief plan,0.4767
2018-12-29,Kamal Nath allocates portfolios; keeps industry & PR among others,0.0
2018-12-30,what is satta matka,0.0
2018-12-31,pakistans un vote on icj judgement shot in arm for india in jadhav case,0.0
2019-01-01,34 years after anti-Sikh riots; Sajjan Kumar finally goes to jail,-0.5106
2019-01-02,PM Modi hints no ordinance on Ram temple before judicial process plays out,-0.0516
2019-01-03,2 women quietly visit Sabarimala; 'purification' & protest follow,-0.25
2019-01-04,Supreme Court to hear Ram Janmabhoomi-Babri Masjid title dispute case on Friday,0.2263
2019-01-05,Supreme Court likely to fix schedule for Ayodhya hearing on January 10,0.5574
2019-01-06,SP; BSP join hands for 2019; leave Congress out of alliance,0.25
2019-01-07,Rahul Gandhi; Nirmala Sitharaman clash over her claim on HAL orders,0.0
2019-01-08,AGP quits NDA as Cabinet approves citizenship bill,0.4019
2019-01-09,SC brings back Alok Verma as CBI chief after govt removed him,0.0
2019-01-10,Quota bill gets Rajya Sabha nod too; set to become law,0.0
2019-01-11,Rs 8 lakh income cap; land criteria for 10% quota not final: Minister,0.0
2019-01-12,In and out of CBI twice; Alok Verma quits police service,0.0
2019-01-13,Sedition charges absurd and grotesque: Hiren Gohain,-0.5994
2019-01-14,Three years on; Kanhaiya; nine others to be charged with sedition,-0.5574
2019-01-15,Isro developing technology to reuse first & second stages of rocket,0.0
2019-01-16,congress jds go into huddle as 2 independent mlas drop support to karnataka government,0.1531
2019-01-17,BJP's Operation Lotus withers as rebel Karnataka MLAs back out,-0.1531
2019-01-18,Media leaks; 'adverse material' led to U-turn on new SC judges,-0.3612
2019-01-19,Congress shifting MLAs to resort to escape BJP's 'onslaught': Siddaramaiah,0.1779
2019-01-20,Over 50% of Rs 59;000 crore Rafale price already paid amid political slugfest,0.0
2019-01-21,Govt to give central institutes money to roll out 10% quota,0.0
2019-01-22,New tariff regime will reduce cable TV bills significantly: Trai chief,0.0
2019-01-23,Ease norms for SC/STs to be judges: Top court,0.5106
2019-01-24,CJI's 'right hand man' Justice Lokur upset with him,0.6124
2019-01-25,Isro's PSLV C-44 successfully places military satellite Microsat-R in orbit,0.4939
2019-01-26,Environment watchdog asks Delhi govt to show state of finances of transport sector,0.0
2019-01-27,Eye on China; government finalises Rs 5;000-crore defence plan for Andamans,0.1027
2019-01-28,In bad news for girls; sex ratio at birth plunges in southern states,-0.5423
2019-01-29,Link House land lease cancelled over 'violations',-0.25
2019-01-30,Court summons Ramani in MJ defamation case,0.0
2019-01-31,Dubai sends back lobbyist Deepak Talwar; Christian Michel aide Rajiv Saxena,0.0
2019-02-01,government exempts certain posts from purview of reservation under ews quota,0.2732
2019-02-02,Ensure paper trail in every booth; opposition to urge Election Commission,0.3818
2019-02-03,No norms violated; Congress' interim budget gave relief on SUVs of rich; ours will help middle class: Piyush Goyal,0.5859
2019-02-04,We will go by consensus on citizenship bill; says Amit Shah,0.0
2019-02-05,Show us proof West Bengal govt blocked probe and we'll come down hard: SC to CBI,-0.3612
2019-02-06,SC: CBI can quiz Kolkata top cop in Shillong; but not arrest him. Delhi & Didi claim win,0.8463
2019-02-07,Pakistan offers meeting in Kartarpur to break venue deadlock,-0.34
2019-02-08,Pakistan to send delegation next month to finalise draft agreement on Kartarpur Sahib Corridor,0.4939
2019-02-09,SC: Mayawati must refund money spent on elephant statues from her pocket,0.0
2019-02-10,I am worried about Nitin Gadkari; says Sharad Pawar,-0.296
2019-02-11,Isro gives IAF task to train 10 astronauts for Gaganyaan,0.0
2019-02-12,CAG's report on Rafale without price information to be tabled in House,0.0
2019-02-13,Furious SC makes ex-CBI chief 'sit in a corner till court rises',-0.5719
2019-02-14,Anti-BJP parties to have pre-poll pacts; common minimum programme,0.4019
2019-02-15,govt blames pakistan after pulwama youth rams crpf convoy with ied packed suv in worst ever jk terror strike,-0.8689
2019-02-16,India to hold talks with US for ban on Jaish chief Masood Azhar,-0.5574
2019-02-17,India's problem is poverty; not economic inequality,-0.7184
2019-02-18,Pulwama attacker had drifted from al-Qaida affiliate to JeM,-0.5719
2019-02-19,5.7 crore Indians dependent on alcohol; need treatment: Govt survey,0.0
2019-02-20,We will definitely retaliate if India attacks us: Pak PM Imran Khan,-0.0516
2019-02-21,in a surprise visit scindia drives rahul priyanka to martyrs home,0.2732
2019-02-22,Desi state-of-art radar for Tejas under trials; could replace Israeli product,0.0
2019-02-23,Priyanka Gandhi Vadra meets participants of 'Dignity March',0.4019
2019-02-24,Donald Trump says he understands India's desire for strong response to Pulwama attack,0.4404
2019-02-25,First in India's space history; Isro's PSLV-C45 to release payloads in 3 orbits,0.0
2019-02-26,Pulwama attack: Since its 1st purchase; terror car was resold seven times,-0.7579
2019-02-27,Indian Army destroys 5 Pakistani posts in retaliation along LoC in J&K,-0.5574
2019-02-28,Govt unmoved by Pakistan PM Imran Khan's speech; face-off could escalate,0.0
2019-03-01,Tri-services: Faced with Pakistan escalation; we've upped readiness across spectrum,0.25
2019-03-02,IAF pilot Abhinandan's return delayed as Pakistan forces him to record propaganda video,-0.4404
2019-03-03,Bombs used in air strikes had Jaish coordinates fed in; little chance of their missing targets,-0.4576
2019-03-04,Government blasts opposition for seeking proof of IAF strike,-0.128
2019-03-05,We don't count casualties; government does that: IAF chief,0.0
2019-03-06,Pakistan puts Jaish chief Masood Azhar's brother; son in 'preventive custody'; bans Saeed's JuD,0.0
2019-03-07,risat 2 that can see through clouds could have scanned jem camp after bombing,0.0
2019-03-08,Pakistan blocked UN ombudsman visit but still no respite for Hafiz Saeed,-0.5187
2019-03-09,Reports of soldier's abduction incorrect; he is safe: Defence ministry,-0.128
2019-03-10,Pakistan braced for land strikes; we surprised it with air raid: PM,-0.1531
2019-03-11,India's Mann Ki Baat on May 23: EC announces 7-phase Lok Sabha elections,0.0
2019-03-12,3-part Anantnag poll due to 'serious security risk',-0.0
2019-03-13,Only Modi majority government can ensure national security: Amit Shah,0.6124
2019-03-14,China again bats for Pakistani terrorists and blocks India's effort to designate Masood Azhar as a global terrorist,-0.8934
2019-03-15,why blessings of badrinath are essential for a victory in the tehri garhwal seat for the erstwhile royal family,0.5423
2019-03-16,Bihar bahubalis flex muscles to get party tickets for better halves,0.6808
2019-03-17,Land grab at Srinagar's Badami Bagh Cantt; CBI books 2 ex-CEOs,0.0
2019-03-18,Manohar Parrikar; 4-time Goa CM and ex-defence minister; no more,-0.296
2019-03-19,Goa speaker Pramod Sawant succeeds Parrikar as CM,0.4939
2019-03-20,india to get strategic airlift capability through us helicopters next week,0.0
2019-03-21,Surrender plan hatched with Mallya lawyer goes awry,0.0
2019-03-22,End of poll road for LK Advani as Amit Shah gets Gandhinagar ticket,0.0
2019-03-23,Government bans Yasin's JKLF; blames it for 1989 genocide of Pandits,-0.4019
2019-03-24,Congress names its 38 more candidates for Lok Sabha polls,0.0
2019-03-25,DRDO satellite that will sniff out enemy radars to be launched on April 1,-0.4588
2019-03-26,Congress offers mega sop: Rs 6000 a month to 20% of India's poorest,-0.5423
2019-03-27,'Something very; very serious' in CBI status report on Kolkata ex-top cop: SC,-0.2195
2019-03-28,Not entering into outer space arms race; India tells P-5 countries,0.0
2019-03-29,Land; air or space; we had courage to do surgical strikes: PM Modi,0.1779
2019-03-30,ED gets director in Nirav Modi co as key witness,0.0
2019-03-31,Holiday Inn linked to laundering; attached,0.4019
2019-04-01,We've proved that an honest central government can run India: Arun Jaitley,0.5106
2019-04-02,Facebook takes down 687 accounts 'linked to Congress',0.0
2019-04-03,India gets custody of 2017 CRPF camp attack plotter from UAE,-0.4767
2019-04-04,BC Khanduri's removal from parliamentary panel 'symptomatic' of how BJP govt at Centre functions; says son,0.0
2019-04-05,Anyone who calls Army 'Modiji ki sena' is a traitor: VK Singh,0.0
2019-04-06,VVIP chopper case: I didn't name anyone; ED leaked chargesheet; says Michel,-0.3182
2019-04-07,Satellite-killer not a one-off; India working on star wars armoury,-0.5574
2019-04-08,For the second time; India declines China's invite for BRI forum,0.1531
2019-04-09,Count VVPAT slips of 5 booths in each assembly seat: SC,0.0
2019-04-10,Nirmohi Akhara opposes govt plea on Ayodhya land,0.0
2019-04-11,Fodder scam: SC refuses bail to Lalu,-0.5719
2019-04-12,BJP got Rs 210 crore in poll bonds; all others Rs 11 crore in 2017-18: EC,0.0
2019-04-13,9 professionals selected as joint secys in biggest lateral induction into govt service,0.0
2019-04-14,french govt defence ministry deny anil ambani firm got tax waiver of rs 1100 cr after rafale deal announcement,-0.25
2019-04-15,At Rs 670 crore; BSP has biggest bank balance among parties,0.4019
2019-04-16,Late night drama: Voter slips seized in Bengaluru; BJP; Congress trade charges,-0.2732
2019-04-17,In first speech; nephew appeals for 'befitting reply' to EC for Mayawati ban,-0.5574
2019-04-18,BJP made Ram Nath Kovind President; not LK Advani; to fix caste equations; says Rajasthan chief minister,0.0
2019-04-19,Mukesh Ambani backs Congress' Milind Deora for South Mumbai,-0.0516
2019-04-20,India warns IMF against fresh bailout for Pakistan,0.128
2019-04-21,NIA custody cut short; Malik will now be lodged in Tihar,-0.2732
2019-04-22,It's assault on judiciary: Arun Jaitley backs CJI Gogoi,-0.6124
2019-04-23,India gives China Azhar proof; says be sensitive to our concerns,0.0
2019-04-24,Akshay Kumar turns interviewer as he talks to PM Modi in a 'candid' chat,0.0
2019-04-25,SC seeks help of CBI; IB; cops to probe role of 'fixers' in judiciary,0.4019
2019-04-26,SC picks ex-judge to probe if a gang is trying to fix benches; frame CJI,0.0
2019-04-27,Heat's on white-collar crime: Six get life for cheating bank,-0.7964
2019-04-28,MS Dhoni moves SC for possession of Rs 1.25 crore flat he got for Rs 20 lakh,0.0
2019-04-29,NIA raids 3 Kerala houses; looks for links with Lanka bombers,0.0
2019-04-30,Only colour of school buses has changed; not the way they transport kids: BPR&D chief,0.0
2019-05-01,Retd ACP who gave arms to pro-Khalistan militant held,0.0
2019-05-02,Panel examines CJI Ranjan Gogoi in harassment probe,-0.5423
2019-05-03,Cyclone Fani makes landfall in Odisha; here's why most cyclones hit India's east coast,0.0
2019-05-04,New warning system; smooth evacuation limit casualties due to Fani's fury,-0.7269
2019-05-05,Cyclone Fani: Massive effort to save lives earns global praise,0.7783
2019-05-06,Don't proceed with CJI probe ex-parte: Supreme Court judge to panel,0.5574
2019-05-07,Supreme Court 'puzzled' by separate listing of Rafale review; Rahul case,0.5574
2019-05-08,Sacked Supreme Court staffer seeks report of harassment probe,0.0258
2019-05-09,Rahul Gandhi tenders unconditional apology to Supreme Court for Rafale jibe,0.6597
2019-05-10,Supreme Court will take note of Ayodhya mediation panel reports today,0.5574
2019-05-11,AG wanted 3 retired SC judges to probe complaint against CJI,-0.296
2019-05-12,2-week guided tour of students to Isro centres starts from Monday,0.0
2019-05-13,Odisha confirms 21 more deaths; Cyclone Fani toll hits 64,0.0
2019-05-14,Strong polling in areas dominated by Muslims could influence results in Delhi,0.5106
2019-05-15,Decision on oil purchase after polls; India tells Iran,0.0
2019-05-16,hindu terror kamal haasan says he never called anyone a terrorist and what he spoke was historical fact,0.0869
2019-05-17,'MeToo' can't become a 'sullying you too' campaign: Delhi HC,0.0
2019-05-18,NCERT set for mega review of 2005 curriculum guidelines,0.0
2019-05-19,Almost 90% slash in prices of nine anti-cancer drugs,-0.2075
2019-05-20,Times Now-VMR poll prediction: BJP set to win 43 seats in Uttar Pradesh,0.5859
2019-05-21,Women voters outnumber men in 13 states and union territories,0.0
2019-05-22,Opposition; BJP spar over EVM 'tampering'; EC rules it out,0.0
2019-05-23,Only electric 2-wheelers may be sold in country after 2025,0.0
2019-05-24,Election result 2019: Nationalism; Hindutva; welfare power BJP to an even bigger victory,0.0
2019-05-25,Lok Sabha Election 2019: Where BJP sowed in Kerala; Congress reaped,0.0
2019-05-26,Won't let BJP set foot in Tamil Nadu: DMK president Stalin,0.0
2019-05-27,Trust; terror-free atmosphere vital for peace; Modi to Imran,0.8402
2019-05-28,Neighbouring leaders invited for Narendra Modi swearing-in; Imran left out,0.0
2019-05-29,Naveen's 'New Odisha' to rely on a mix of new and old faces,0.0
2019-05-30,Arun Jaitley opts out; creates new dynamics for berth allocation,0.4939
2019-05-31,Cabinet ministers vow to give their best in new role,0.6369
2019-06-01,Amit Shah at home; Nirmala Sitharaman breaks another glass ceiling as FM,0.0
2019-06-02,Rains delayed; India sees 2nd driest pre-monsoon in 65 years,-0.2263
2019-06-03,Congress begins booth-level study to assess poor results; EVM doubts,-0.6486
2019-06-04,huge upgrade delays tardy maintenance spares shortage plague an 32 fleet of iaf,0.0772
2019-06-05,Most healthy Indians resistant to common antibiotics: Study,0.4576
2019-06-06,ICC World Cup 2019: Jasprit Bumrah operating at a different level; says Virat Kohli after convincing win,0.7579
2019-06-07,Special budget of Rs 10k crore per year for 10 years earmarked for N-plant expansion programme: MoS Jitendra Singh,0.4019
2019-06-08,India may opt for three pacers after Australia's struggle against WI: Ponting,-0.3182
2019-06-09,PM Narendra Modi reaches out to Male with Eid wishes; 'sabka...' message,0.2023
2019-06-10,India vs Australia; ICC World Cup 2019: India ring warning bell; beat Australia by 36 runs,-0.34
2019-06-11,Lok Sabha poll fallout: Congress considers naming interim president,0.0
2019-06-12,ICC World Cup 2019: Shikhar Dhawan to remain under observation; Rishabh Pant on stand by,0.0
2019-06-13,PM Modi asks ministers to reach office by 9:30 am; avoid working from home,-0.2732
2019-06-14,Mulayam affidavit may have relied on forged papers,0.0
2019-06-15,Xi offers support for better India-Pakistan ties,0.6808
2019-06-16,Win or lose; World Cup won't end with Sunday's game: Virat Kohli on Pakistan clash,0.2732
2019-06-17,Air India flight to Hong Kong delayed by 18 hours; 236 passengers made to deboard twice,-0.2263
2019-06-18,Indian family of 4 found shot dead in US,-0.6486
2019-06-19,Railways mulls inviting private firms to run trains on some routes,0.3182
2019-06-20,No Muzaffarpur medical centre has a rating better than zero,0.1779
2019-06-21,When school kids enjoyed a 'Hardik and Rahul' show,0.5106
2019-06-22,Pakistan has time till October to pass terror test,-0.5267
2019-06-23,Ahead of Union Budget; PM Modi says reforms on govt's agenda,0.0
2019-06-24,Asean links its Indo-Pacific strategy to India's outreach,0.2732
2019-06-25,Union Cabinet moves to strengthen anti-terrorism law; agency,0.3182
2019-06-26,un report 13 million households in india where lone mothers live alone with children,-0.4767
2019-06-27,Only Modi; Trump can make India-US relationship work: Mike Pompeo,0.0
2019-06-28,IPS class of 1984 helms top security agencies,0.4939
2019-06-29,This June set to be among the five driest in 100 years,0.0
2019-06-30,Dismantle elitist structure; Amit Shah tells J&K officials,0.0
2019-07-01,NDA to be just six short of halfway mark in Rajya Sabha on July 5,0.0
2019-07-02,Separatists shut schools; their kids go abroad: Home minister,0.0
2019-07-03,30 die in heaviest Mumbai downpour since 2005 deluge,-0.5994
2019-07-04,Rahul Gandhi rules out rethink; sets stage for churn in Congress,0.0
2019-07-05,Women having bank accounts rose from 5.5% in 2005-06 to 53% in 2015-16: Survey,0.0
2019-07-06,Pakistan won't go for another Kargil; it knows consequences: General Bipin Rawat,0.0
2019-07-07,World Cup 2019: Rohit Sharma says discipline in batting has paid dividends,0.0
